
"12/31/2020","195.10","*","","Square Inc","income"
"12/30/2020","265.98","*","","Square Inc","income"
"12/29/2020","-2603.93","*","","BILL PAY Aoufe","rent"
"12/29/2020","193.29","*","","Square Inc","income"
"12/28/2020","-86.32","*","","SRP SUREPAY","util"
