"09/14/2020","64.64","*","","Square Inc 200914P2 200914 L206562258938 Stephanie Berg"
"09/11/2020","129.59","*","","Square Inc 200911P2 200911 L206561674561 Stephanie Berg"
"09/10/2020","317.39","*","","Square Inc 200910P2 200910 L206561335769 Stephanie Berg"
"09/09/2020","196.66","*","","Square Inc 200909P2 200909 L206560998503 Stephanie Berg"
"09/08/2020","244.58","*","","Square Inc 200907P2 200907 L206560457960 Stephanie Berg"
"09/08/2020","186.93","*","","Square Inc 200908P2 200908 L206560749138 Stephanie Berg"
"09/08/2020","129.27","*","","Square Inc 200907P2 200907 L206560457959 Stephanie Berg"
"09/04/2020","146.57","*","","Square Inc 200904P2 200904 L206559870663 Stephanie Berg"
"09/03/2020","282.53","*","","Square Inc 200903P2 200903 L206559524346 Stephanie Berg"
"09/02/2020","143.84","*","","Square Inc 200902P2 200902 L206559192217 Stephanie Berg"
"09/01/2020","72.22","*","","Square Inc 200901P2 200901 L206558926137 Stephanie Berg"
"08/31/2020","153.38","*","","Square Inc 200831P2 200831 L206558636098 Stephanie Berg"
"08/31/2020","43.09","*","","Square Inc 200831P2 200831 L206558636097 Stephanie Berg"
"08/28/2020","14.26","*","","Square Inc 200828P2 200828 L206558053849 Stephanie Berg"
"08/27/2020","71.93","*","","Square Inc 200827P2 200827 L206557702226 Stephanie Berg"
"08/26/2020","136.56","*","","Square Inc 200826P2 200826 L206557377682 Stephanie Berg"
"08/25/2020","355.35","*","","Square Inc 200825P2 200825 L206557127675 Stephanie Berg"
"08/24/2020","836.18","*","","Square Inc 200824P2 200824 L206556831230 Stephanie Berg"
"08/24/2020","359.92","*","","Square Inc 200824P2 200824 L206556831229 Stephanie Berg"
"08/21/2020","230.03","*","","Square Inc 200821P2 200821 L206556239783 Stephanie Berg"
"08/20/2020","249.75","*","","Square Inc 200820P2 200820 L206555897748 Stephanie Berg"
"08/19/2020","79.21","*","","Square Inc 200819P2 200819 L206555576603 Stephanie Berg"
"08/18/2020","100.75","*","","Square Inc 200818P2 200818 L206555323670 Stephanie Berg"
"08/17/2020","357.37","*","","Square Inc 200817P2 200817 L206555022238 Stephanie Berg"
